1.1	0	Lectis	VERB	verb	Case=Abl|Gender=Fem|Number=Plur|VerbForm=Part|Voice=Pass	Lectis	advcl:abs	11
1.2	86	tttdtM.	PUNCT	adjective		tttdtM.	ROOT	86
1.2	87	Trinitatis	NOUN	noun	Case=Gen|Gender=Fem|Number=Sing	trinitas	nmod	86
1.2	88	Cantabrigiensis	ADJ	adjective	Case=Gen|Gender=Fem|Number=Sing	Cantabrigiensis	amod	87
1.2	89	(	PUNCT	punc		(	punct	90
1.2	90	B	NOUN	NOUN		Bornellum	parataxis	86
1.2	91	,	PUNCT	punc		,	punct	92
1.2	92	2	NUM	number		2	conj	90
1.2	93	,	PUNCT	punc		,	punct	94
1.2	94	35	NUM	number		35	conj	92
1.2	95	)	PUNCT	punc		)	punct	92
1.2	96	.	PUNCT	punc		.	punct	86
1.2	97	C	NOUN	NOUN		C	nsubj	100
1.2	98	=	PUNCT	punc		=	punct	100
1.2	99	=	PUNCT	punc		=	punct	100
1.2	100	codex	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	codex	ROOT	100
1.2	101	Cantabrigiensis	ADJ	adjective	Case=Nom|Gender=Masc|Number=Sing	Cantabrigiensis	amod	100
1.2	102	:	PUNCT	punc		:	punct	100
1.2	103	b	NOUN	NOUN		b	nsubj:outer	111
1.2	104	=	PUNCT	punc		=	punct	106
1.2	105	=	PUNCT	punc		=	punct	106
1.2	106	editio	NOUN	noun	Case=Nom|Gender=Fem|Number=Sing	editio	conj	103
1.2	107	Baluzii	PROPN	noun	Case=Gen|Gender=Masc|Number=Sing	Baluzius	nmod	106
1.2	108	.	PUNCT	punc		.	punct	103
1.2	109	5	NUM	number		5	nummod	110
1.2	110	M	NOUN	NOUN		Marcus	nsubj	111
1.2	111	b	NOUN	NOUN		b	ROOT	111
1.2	112	:	PUNCT	punc		:	punct	111
1.2	113	et	CCONJ	conjunction		et	cc	114
1.2	114	C	NOUN	NOUN		C	obl	123
1.2	115	6	NUM	number		6	nummod	114
1.2	116	pro	ADP	preposition		pro	case	117
1.2	117	desiderio	NOUN	noun	Case=Abl|Gender=Neut|Number=Sing	desiderium	obl	118
1.2	118	b	NOUN	NOUN		b	conj	114
1.2	119	7	NUM	number		7	nummod	118
1.2	120	iniuriam	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	iniuria	obj	123
1.2	121	a	ADP	preposition		ab	case	122
1.2	122	te	PRON	pronoun	Case=Abl|Number=Sing|Person=2	tu	obl:arg	123
1.2	123	malebat	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin|Voice=Act	malo	ROOT	123
1.2	124	Clericus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	clericus	nsubj	123
1.2	125	13	NUM	number		13	obl	123
1.2	126	ego	PRON	pronoun	Case=Nom|Number=Sing|Person=1	ego	nsubj	123
1.2	127	(	PUNCT	punc		(	punct	128
1.2	128	MM	ADJ	verb		MM	vocative	126
1.2	129	.	PUNCT	punc		.	punct	128
1.2	130	b	NOUN	NOUN		b	obl	154
1.2	131	14	NUM	number		14	nummod	130
1.2	132	operiar	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Pass	operio	nummod	130
1.2	133	C	NOUN	NOUN		C	obj	132
1.2	134	&	PUNCT	punc		&	cc	132
1.2	135	,	PUNCT	punc		,	punct	136
1.2	136	opperior	VERB	adjective	Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Pass	opperior	parataxis	132
1.2	137	Clericus	NOUN	noun	Case=Nom|Gender=Masc|Number=Sing	clericus	advmod:lmod	136
1.2	138	15	NUM	number		15	nummod	136
1.2	139	capere	VERB	verb	Tense=Pres|VerbForm=Inf|Voice=Act	capio	xcomp	140
1.2	140	faciat	VERB	verb	Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	facio	conj	132
1.2	141	b	NOUN	NOUN		b	advmod	139
1.2	142	16	NUM	number		16	nummod	141
1.2	143	praesentia	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	praesentia	nummod	130
1.2	144	C	NOUN	NOUN		C	nummod	143
1.2	145	(	PUNCT	punc		(	punct	147
1.2	146	ut	SCONJ	adverb		ut	mark	147
1.2	147	coniecit	VERB	verb	Mood=Ind|Number=Sing|Person=3|Tense=Perf|VerbForm=Fin|Voice=Act	conicio	advcl:cmp	130
1.2	148	Baluzius	PROPN	noun	Case=Nom|Gender=Masc|Number=Sing	Baluzius	nsubj	147
1.2	149	):	PUNCT	punc		):	punct	147
1.2	150	perseuerantia	NOUN	noun	Case=Abl|Gender=Fem|Number=Sing	perseuerantia	nsubj	154
1.2	151	b	NOUN	NOUN		b	amod	150
1.2	152	18	NUM	number		18	nummod	151
1.2	153	demderMti	VERB	verb	Case=Dat|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	demderMti	ccomp	154
1.2	154	scripsi	VERB	verb	Mood=Ind|Number=Sing|Person=1|Tense=Perf|VerbForm=Fin|Voice=Act	scribo	ROOT	154
1.2	155	:	PUNCT	punc		:	punct	154
1.2	156	desiderans	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	desiderans	ROOT	156
1.2	157	C	NOUN	NOUN		C	obj	156
1.2	158	&	PUNCT	punc		&	cc	159
1.2	159	repetas	VERB	verb	Mood=Sub|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	repeto	conj	156
1.2	160	,	PUNCT	punc		,	punct	161
1.2	161	ne	SCONJ	conjunction		ne	mark	163
1.2	162	contempta	VERB	verb	Case=Acc|Gender=Neut|Number=Plur|VerbForm=Part|Voice=Pass	contemptus	ccomp	163
1.2	163	desideres	VERB	verb	Mood=Sub|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	desidero	advcl	159
1.2	164	,	PUNCT	punc		,	punct	165
1.2	165	ne	SCONJ	conjunction		ne	mark	171
1.2	166	manum	NOUN	noun	Case=Acc|Gender=Fem|Number=Sing	manus	obj	168
1.2	167	aratro	NOUN	noun	Case=Dat|Gender=Neut|Number=Sing	aratrum	obl	168
1.2	168	inserens	VERB	verb	Case=Nom|Gender=Masc|Number=Sing|VerbForm=Part|Voice=Act	insero	xcomp	171
1.2	169	retrorsum	ADV	adverb	VerbForm=Part	retrorsum	advmod	171
1.2	170	conuersa	VERB	verb	Case=Acc|Gender=Neut|Number=Plur|VerbForm=Part|Voice=Pass	conuerto	xcomp	171
1.2	171	respicias	VERB	verb	Mood=Sub|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	respicio	advcl	163
1.2	172	,	PUNCT	punc		,	punct	181
1.2	173	quo	PRON	pronoun	Case=Abl|Gender=Neut|Number=Sing	qui	obl	181
1.2	174	utique	ADV	adverb		utique	advmod	181
1.2	175	in	ADP	ADP		in	case	176
