pr.51	quam nostra recto vita resculpat pede:
pr.52	vigilandum in armis pectorum fidelium,
pr.53	omnemque nostri portionem corporis,
pr.54	quae capta foedae serviat libidini,
pr.55	domi coactis liberandam viribus; 
pr.56	nos esse large vernularum divites,
pr.57	si quid trecenti bis novenis additis
pr.58	possint figura noverimus mystica.
pr.59	mox ipse Christus, qui sacerdos verus est,
pr.60	parente inenarrabili atque uno satus, 1 
pr.61	cibum beatis offerens victoribus
pr.62	parvam pudici cordis intrabit casam,
pr.63	monstrans honorem Trinitatis hospitae.
pr.64	animam deinde Spiritus conplexibus
pr.65	pie maritam, prolis expertem diu, 
pr.66	faciet perenni fertilem de semine,
pr.67	tunc sera dotem possidens puerpera
pr.68	herede digno Patris inplebit domum.
1.1	Christe, graves hominum semper miserate labores, 
1.2	qui patria virtute cluis propriaque, Sed una, 
1.3	(unum namque Deum colimus de nomine utroque, 
1.4	non tamen et solum, quia tu Deus ex Patre, Christe,)
1.5	dissere, rex noster, quo milite pellere culpas
1.6	mens armata queat nostri de pectoris antro, 
1.7	exoritur quotiens turbatis sensibus intus 
1.8	seditio atque animam morborum rixa fatigat, 
1.9	quod tunc praesidium pro libertate tuenda 
1.10	quaeve acies furiis inter praecordia mixtis 
1.11	obsistat meliore manu. nec enim, bone ductor,
1.12	magnarum virtutum inopes nervisque carentes
1.13	Christicolas vitiis populantibus exposuisti,
1.14	ipse salutiferas obsesso in corpore turmas
1.15	depugnare iubes, ipse excellentibus armas 
1.16	artibus ingenium, quibus ad ludibria cordis
1.17	oppugnanda potens tibi dimicet et tibi vincat,
1.18	vincendi praesens ratio est, si comminus ipsas
1.19	Virtutum facies et conluctantia contra
1.20	viribus infestis liceat portenta notare. 
1.21	prima petit campum dubia sub sorte duelli
1.22	pugnatura Fides, agresti turbida cultu,
1.23	nuda umeros, intonsa comas, exerta lacertos;
1.24	namque repentinus laudis calor ad nova fervens
1.25	proelia nec telis meminit nec tegmine cingi, 
1.26	pectore sed fidens valido membrisque refectis
1.27	provocat insani frangenda pericula belli,
1.28	ecce lacessentem conlatis viribus audet
1.29	prima ferire Fidem veterum Cultura Deorum,
1.30	illa hostile caput phalerataque tempora vittis 
1.31	altior insurgens labefactat, et ora cruore
1.32	de pecudum satiata solo adplicat et pede calcat
1.33	elisos in morte oculos, animamque malignam
1.34	fracta intercepti commercia gutturis artant,
1.35	difficilemque obitum suspiria longa fatigant. 
1.36	exultat victrix legio, quam mille coactam
1.37	martyribus regina Fides animarat in hostem,
1.38	nunc fortes socios parta pro laude coronat
1.39	floribus ardentique iubet vestirier ostro. 
1.40	exim gramineo in campo concurrere prompta 
1.41	virgo Pudicitia speciosis fulget in armis,
1.42	quam patrias succincta faces Sodomita Libido
1.43	adgreditur piceamque ardenti sulpure pinum
1.44	ingerit in faciem pudibundaque lumina flammis
1.45	adpetit, et taetro temptat subfundere fumo. 
1.46	sed dextram furiae flagrantis et ignea dirae
1.47	tela lupae saxo ferit inperterrita virgo,
1.48	excussasque sacro taedas depellit ab ore.
1.49	tunc exarmatae iugulum meretricis adacto
1.50	transfugit gladio; calidos vomit illa vapores 
1.51	sanguine concretos caenoso; spiritus inde
1.52	sordidus exhalans vicinas polluit auras.
1.53	hoc habet, exclamat victrix regina, ‘supremus
1.54	hic tibi finis erit, semper prostrata iacebis,
1.55	nec iam mortiferas audebis spargere flammas 
1.56	in famulos famulasve Dei, quibus intima casti
1.57	vena animi sola fervet de lampade Christi,
1.58	tene, o vexatrix hominum, potuisse resumptis
1.59	viribus extincti capitis recalescere flatu,
1.60	Assyrium postquam thalamum cervix Olofernis 
1.61	caesa cupidineo madefactum sanguine lavit,
1.62	gemmantemque torum moechi ducis aspera Iudith
1.63	sprevit et incestos conpescuit ense furores,
1.64	famosum mulier referens ex hoste tropaeum
1.65	non trepidante manu vindex mea caelitus audax! 
1.66	at fortasse parum fortis matrona sub umbra
1.67	legis adhuc pugnans, dum tempora nostra figurat,
1.68	vera quibus virtus terrena in corpora fluxit
1.69	grande per infirmos caput excisura ministros,
1.70	numquid et intactae post partum virginis ullum 
1.71	fas tibi iam superest? post partum virginis, ex quo
1.72	corporis humani naturam pristina origo
1.73	deseruit carnemque novam vis ardua sevit,
1.74	atque innupta Deum concepit femina Christum,
1.75	mortali de matre hominem, sed cum Patre numen. 
1.76	inde omnis iam diva caro est quae concipit illum
1.77	naturamque Dei consortis foedere sumit,
1.78	Verbum quippe caro factum non destitit esse
1.79	quod fuerat, verbum, dum carnis glutinat usum,
1.80	maiestate quidem non degenerante per usum 
1.81	carnis, sed miseros, ad nobiliora trahente.
1.82	ille manet quod semper erat, quod non erat esse
1.83	incipiens: nos quod fuimus iam non sumus, aucti
1.84	nascendo in melius: mihi contulit et sibi mansit,
1.85	nec Deus ex nostris minuit sua, sed sua nostris 
1.86	dum tribuit nosmet dona ad caelestia vexit,
1.87	dona haec sunt, quod victa iaces, lutulenta Libido,
1.88	nec mea post Mariam potis es perfringere iura.
1.89	tu princeps ad mortis iter, tu ianua leti,
1.90	corpora conmaculans animas in Tartara mergis. 
1.91	abde caput tristi, iam frigida pestis, abysso;
1.92	occide, prostibulum; manes pete, claudere Averno,
1.93	inque tenebrosum noctis detrudere fundum,
1.94	te volvant subter vada flammea, te vada nigra
1.95	sulpureusque rotet per stagna sonantia vertex, 
1.96	nec iam Christicolas, furiarum maxima, temptes, 
1.97	ut purgata suo serventur corpora regi.’
1.98	dixerat haec et laeta Libidinis interfectae
1.99	morte Pudicitia gladium Iordanis in undis
1.100	abluit infectum, sanies cui rore rubenti 
1.101	haeserat et nitidum macularat vulnere ferrum,
1.102	expiat ergo aciem fluviali docta lavacro
1.103	victricem victrix, abolens baptismate labem
1.104	hostilis iuguli; nec iam contenta piatum
1.105	condere vaginae gladium, ne tecta rubigo 
1.106	occupet ablutum scabrosa sorde nitorem,
1.107	catholico in templo divini fontis ad aram
1.108	consecrat, aeterna splendens ubi luce coruscet.
1.109	ecce modesta gravi stabat Patientia vultu
1.110	per medias inmota acies variosque tumultus, 
1.111	vulneraque et rigidis vitalia pervia pilis
1.112	spectabat defixa oculos et lenta manebat,
1.113	hanc procul Ira tumens, spumanti fervida rictu,
1.114	sanguinea intorquens subfuso lumina felle,
1.115	ut belli exsortem teloque et voce lacessit, 
1.116	inpatiensque morae conto petit, increpat ore,
1.117	hirsutas quatiens galeato in vertice cristas.
1.118	en tibi Martis, ait, ‘spectatrix libera nostri,
1.119	excipe mortiferum securo pectore ferrum,
1.120	nec doleas, quia turpe tibi gemuisse dolorem.’
1.121	sic ait, et stridens sequitur convicia pinus
1.122	per teneros crispata notos, et certa sub ipsum
1.123	defertur stomachum rectoque inliditur ictu,
1.124	sed resilit duro loricae excussa repulsu.
1.125	provida nam virtus conserto adamante trilicem 
1.126	induerat thoraca umeris squamosaque ferri
1.127	texta per intortos conmiserat undique nervos.
1.128	inde quieta manet Patientia, fortis ad omnes
1.129	telorum nimbos et non penetrabile durans.
1.130	nec mota est iaculo monstri sine more furentis, 
1.131	opperiens propriis perituram viribus Iram.
1.132	scilicet indomitos postquam stomachando lacertos
1.133	barbara bellatrix inpenderat et iaculorum
1.134	nube supervacuam lassaverat inrita dextram,
1.135	cum ventosa levi cecidissent tela volatu, 
1.136	iactibus et vacuis hastilia fracta iacerent,
1.137	vertitur ad capulum manus inproba et ense corusco
1.138	conisa in plagam dextra sublimis ab aure
1.139	erigitur, mediumque ferit librata cerebrum,
1.140	aerea sed cocto cassis formata metallo 
1.141	tinnitum percussa refert aciemque retundit
1.142	dura resultantem, frangit quoque vena rebellis
1.143	inlisum chalybem, dum 1 cedere)nescia cassos
1.144	excipit adsultus ferienti et tuta resistit.
1.145	Ira, ubi truncati mucronis fragmina vidit 
1.146	et procul in partes ensem crepuisse minutas,
1.147	iam capulum retinente manu sine pondere ferri,
1.148	mentis inops ebur infelix decorisque pudendi 
1.149	erfida signa abicit monumentaque tristia longe
1.150	spernit, et ad proprium succenditur effera letum. 
1.151	missile de multis, quae frustra sparserat, unum
1.152	pulvere de campi perversos sumit in usus:
1.153	rasile figit humi lignum ac se cuspide versa
1.154	perfodit et calido pulmonem vulnere transit,
1.155	quam super adsistens Patientia vicimus, inquit, 
1.156	‘exultans vitium solita virtute, sine ullo
1.157	sanguinis ac vitae discrimine; lex habet istud
1.158	nostra genus belli, furias omnemque malorum
1.159	militiam et rabidas tolerando extinguere vires,
1.160	ipsa sibi est hostis vesania seque furendo 
1.161	interimit moriturque suis Ira ignea telis.’
1.162	haec effata secat medias inpune cohortes
1.163	egregio comitata viro; nam proximus Iob
1.164	haeserat invictae dura inter bella magistrae,
1.165	fronte severus adhuc et multo funere anhelus, 
1.166	sed iam clausa truci subridens ulcera vultu,
1.167	perque cicatricum numerum sudata recensens
1.168	millia pugnarum, sua praemia, dedecus hostis,
1.169	illum diva dubet tandem requiescere ab omni
1.170	armorum strepitu, captis et perdita quaeque 
1.171	multiplicare opibus, nec iam peritura referre,
1.172	ipsa globos legionum et concurrentia rumpit
1.173	agmina, vulniferos gradiens intacta per imbres,
1.174	omnibus una comes virtutibus adsociatur,
1.175	auxiliumque suum fortis Patientia miscet. 
1.176	nulla anceps luctamen init virtute sine ista
1.177	Virtus, nam vidua est quam non Patientia firmat.
1.178	forte per effusas inflata Superbia turmas
1.179	effreni volitabat equo, quem pelle leonis
1.180	texerat et validos villis oneraverat armos, 
1.181	quo se fulta iubis iactantius illa ferinis
1.182	inferret tumido despectans agmina fastu.
1.183	turritum fortis caput adcumularat in altum
1.184	crinibus, extructos augeret ut addita cirros
1.185	congeries celsumque apicem frons ardua ferret. 
1.186	carbasea ex umeris summo collecta coibat
1.187	palla sinu teretem nectens a pectore nodum,
1.188	a cervice fluens tenui velamine limbus
1.189	concipit infestas textis turgentibus auras,
1.190	nec minus instabili sonipes feritate superbit, 
1.191	inpatiens madidis frenarier ora lupatis.
1.192	huc illuc frendens obvertit terga, negata
1.193	libertate fugae, pressisque tumescit habenis.
1.194	hoc sese ostentans habitu ventosa virago
1.195	inter utramque aciem supereminet et phaleratum 
1.196	circumflectit equum, vultuque et voce minatur
1.197	adversum spectans cuneum, quem milite raro
1.198	et paupertinis ad bella coegerat armis
1.199	Mens Humilis, regina quidem, sed egens alieni
1.200	auxilii proprio nec sat confisa paratu, 
1.201	Spem sibi collegam coniunxerat, edita cuius
1.202	et suspensa ab humo est opulentia divite regno,
1.203	ergo Humilem postquam male sana Superbia Mentem
1.204	vilibus instructam nullo ostentamine telis
1.205	aspicit, in vocem dictis se effundit amaris: 
1.206	‘non pudet, o miseri, plebeio milite claros
1.207	adtemptare duces ferroque lacessere gentem
1.208	insignem titulis, veteres cui bellica virtus
1.209	divitias peperit, laetos et gramine colles
1.210	imperio calcare dedit? nunc advena nudus 
1.211	nititur antiquos, si fas est, pellere reges!
1.212	en qui nostra suis in praedam cedere dextris
1.213	sceptra volunt! en qui nostras sulcare novales
1.214	arvaque capta manu popularier hospite aratro r;
1.215	contendunt, duros et pellere Marte colonos! 
1.216	nempe, o ridiculum vulgus, natalibus horis
1.217	totum hominem et calidos a matre amplectimur artus,
1.218	vimque potestatum per membra recentis alumni
1.219	spargimus, et rudibus dominamur in ossibus omnes.
1.220	quis locus in nostra tunc vobis sede dabatur, 
1.221	congenitis cum regna simul dicionibus aequo
1.222	robore crescebant? nati nam luce sub una
1.223	et domus et domini paribus adolevimus annis,
1.224	ex quo plasma novum de consaepto paradisi
1.225	limite progrediens amplum transfugit in orbem, 
1.226	pellitosque habitus sumpsit venerabilis Adam,
1.227	nudus adhuc, ni nostra foret praecepta secutus.
1.228	quisnam iste ignotis hostis nunc surgit ab oris
1.229	inportunus, iners, infelix, degener, amens,
1.230	qui sibi tam serum ius vindicat, hactenus exul? 
1.231	nimirum vacuae credentur frivola famae,
1.232	quae miseros optare iubet quandoque futuri
1.233	spem fortasse boni, lenta ut solacia mollem
1.234	desidiam pigro rerum meditamine palpent.
1.235	quidni illos spes palpet iners, quos pulvere in isto 
1.236	tirones Bellona truci non excitat aere,
1.237	inbellesque animos virtus tepefacta resolvit?
1.238	anne Pudicitiae gelidum iecur utile bello est?
1.239	an tenerum Pietatis opus sudatur in armis?
1.240	quam pudet, o Mavors et virtus conscia, talem 
1.241	contra stare aciem ferroque lacessere nugas,
1.242	et cum virgineis dextram conferre choreis,
1.243	Iustitia est ubi semper egens et pauper Honestas,
1.244	arida Sobrietas, albo Ieiunia vultu,
1.245	sanguine vix tenui Pudor interfusus, aperta 
1.246	Simplicitas et ad omne patens sine tegmine vulnus,
1.247	et prostrata in humum nec libera iudice sese
1.248	Mens Humilis, quam degenerem trepidatio prodit!
1.249	faxo ego, sub pedibus stipularum more teratur
1.250	invalida ista manus; neque enim perfringere duris 
1.251	dignamur gladiis, algenti et sanguine ferrum
1.252	inbuere fragili que viros foedare triumpho.’
1.253	talia vociferans rapidum calcaribus urget
1.254	cornipedem laxisque volat temeraria frenis,
1.255	hostem humilem cupiens inpulsu umbonis equini 
1.256	sternere deiectamque supercalcare ruinam,
1.257	sed cadit in foveam praeceps, quam callida forte
1.258	Fraus interciso subfoderat aequore furtim,
1.259	Fraus detestandis vitiorum e pestibus una,
1.260	fallendi versuta opifex, quae praescia belli 
1.261	planitiem scrobibus vitiaverat insidiosis
1.262	hostili de parte latens, ut fossa ruentes
1.263	exciperet cuneos atque agmina mersa voraret;
1.264	ac ne fallacem puteum deprendere posset
1.265	cauta acies, virgis adopertas texerat oras, 
1.266	et superinposito simularat caespite campum,
1.267	at regina humilis, quamvis ignara, manebat
1.268	ulteriore loco nec adhuc ad Fraudis opertum
1.269	venerat aut foveae calcarat furta malignae.
1.270	hunc eques illa dolum, dum fertur praepete cursu, 
1.271	incidit, et caecum subito patefecit hiatum.
1.272	prona ruentis equi cervice involvitur, ac sub
1.273	pectoris inpressu fracta inter crura rotatur.
1.274	at virtus placidi moderaminis, ut levitatem
1.275	prospicit obtritam monstri sub morte iacentis, 
1.276	intendit gressum mediocriter, os quoque parce
1.277	erigit et comi moderatur gaudia vultu,
1.278	cunctanti Spes fida comes succurrit et offert
1.279	ultorem gladium laudisque inspirat amorem,
1.280	illa cruentatam correptis crinibus, hostem 
1.281	protrahit et faciem laeva revocante supinat,
1.282	tunc caput orantis flexa cervice resectum
1.283	eripit ac madido suspendit colla capillo.
1.284	extinctum vitium sancto Spes increpat ore:
1.285	‘Desine grande loqui; frangit Deus omne superbum, 
1.286	magna cadunt, inflata crepant, tumefacta premuntur.
1.287	disce supercilium deponere, disce cavere
1.288	ante pedes foveam, quisquis sublime minaris.
1.289	pervulgata viget nostri sententia Christi
1.290	scandere celsa humiles et ad ima redire feroces. 
1.291	vidimus horrendum membris animisque Goliam
1.292	invalida cecidisse manu: puerilis in illum
1.293	dextera fundali torsit stridore lapillum
1.294	traiectamque cavo penetravit vulnere frontem.
1.295	ille minax, rigidus, iactans, truculentus, amarus, 
1.296	dum tumet indomitum, dum formidabile fervet,
1.297	dum sese ostentat, clipeo dum territat auras,
1.298	expertus pueri quid possint ludicra parvi
1.299	subcubuit teneris bellator turbidus annis.
1.300	me tunc ille puer virtutis pube secutus 
1.301	florentes animos sursum in mea regna tetendit,
1.302	servatur quia certa mihi domus omnipotentis
1.303	sub pedibus Domini, meque ad sublime vocantem
1.304	victores caesa culparum labe capessunt.’
1.305	dixit, et auratis praestringens aëra pinnis 
1.306	in caelum se virgo rapit, mirantur euntem
1.307	Virtutes tolluntque animos in vota volentes
1.308	ire simul, ni bella duces terrena retardent.
1.309	confligunt vitiis seque ad sua praemia servant.
1.310	venerat occiduis mundi de finibus hostis 
1.311	Luxuria, extinctae iamdudum prodiga famae,
1.312	delibuta comas, oculis vaga, languida voce,
1.313	perdita deliciis, vitae cui causa voluptas,
1.314	elumbem mollire animum, petulanter amoenas
1.315	haurire inlecebras et fractos solvere sensus. 
1.316	ac tunc pervigilem ructabat marcida cenam,
1.317	sub lucem quia forte iacens ad fercula raucos
1.318	audierat lituos, atque inde tepentia linquens
1.319	pocula lapsanti per vina et balsama gressu
1.320	ebria calcatis ad bellum floribus ibat. 
1.321	non tamen illa pedes, sed curru invecta venusto
1.322	saucia mirantum capiebat corda virorum,
1.323	o nova pugnandi species! non ales harundo
1.324	nervum pulsa fugit, nec stridula lancea torto
1.325	emicat amento, frameam nec dextra minatur; 
1.326	sed violas lasciva iacit foliisque rosarum
1.327	dimicat et calathos inimica per agmina fundit,
1.328	inde eblanditis Virtutibus halitus inlex
1.329	inspirat tenerum labefacta per ossa venenum,
1.330	et male dulcis odor domat ora et pectora et arma 
1.331	ferratosque toros obliso robore mulcet.
1.332	deiciunt animos ceu victi et spicula ponunt,
1.333	turpiter, heu, dextris languentibus obstupefacti
1.334	dum currum varia gemmarum luce micantem
1.335	mirantur, dum bratteolis crepitantia lora 
1.336	et solido ex auro pretiosi ponderis axem
1.337	defixis inhiant obtutibus et radiorum
1.338	argento albentem seriem, quam summa rotarum
1.339	flexura electri pallentis continet orbe.
1.340	et iam cuncta acies in deditionis amorem 
1.341	sponte sua versis transibat perfida signis
1.342	Luxuriae servire volens dominaeque fluentis
1.343	iura pati et laxa ganearum lege teneri.
1.344	ingemuit tam triste nefas fortissima virtus
1.345	Sobrietas, dextro socios decedere cornu 
1.346	invictamque manum quondam sine caede perire.
1.347	vexillum sublime crucis, quod in agmine primo
1.348	dux bona praetulerat, defixa cuspide sistit,
1.349	instauratque levem dictis mordacibus alam
1.350	exstimulans animos nunc probris, nunc prece mixta: 
1.351	‘quis furor insanas agitat caligine mentes?
1.352	quo ruitis? cui colla datis? quae vincula tandem,
1.353	pro pudor, armigeris amor est perferre lacertis,
1.354	lilia luteolis interlucentia sertis
1.355	et ferrugineo vernantes flore coronas? 
1.356	his placet adsuetas bello iam tradere palmas
1.357	nexibus, his rigidas nodis innectier ulnas,
1.358	ut mitra caesariem cohibens aurata virilem
1.359	conbibat infusum croceo religamine nardum,
1.360	post inscripta oleo frontis signacula, per quae 
1.361	unguentum regale datum est et chrisma perenne,
1.362	ut tener incessus vestigia syrmate verrat
1.363	sericaque infractis fluitent ut pallia membris,
1.364	post inmortalem tunicam quam pollice docto
1.365	texuit alma Fides, dans inpenetrabile tegmen 
1.366	pectoribus lotis, dederat quibus ipsa renasci,
1.367	inde ad nocturnas epulas, ubi cantharus ingens
1.368	despuit effusi spumantia damna Falerni
1.369	in mensam cyathis stillantibus, uda ubi multo
1.370	fulcra mero veterique toreumata rore rigantur? 
1.371	excidit ergo animis eremi sitis, excidit ille
1.372	fons patribus de rupe datus, quem mystica virga
1.373	elicuit scissi salientem vertice saxi?
1.374	angelicusne cibus prima in tentoria vestris
1.375	fluxit avis, quem nunc sero felicior aevo 
1.376	vespertinus edit populus de corpore Christi?
1.377	his vos inbutos dapibus iam crapula turpis
1.378	Luxuriae ad madidum rapit inportuna lupanar,
1.379	quosque viros non Ira fremens, non idola bello
1.380	cedere conpulerant, saltatrix ebria flexit! 
1.381	state, precor, vestri memores, memores quoque Christi.
1.382	quae sit vestra tribus, quae gloria, quis Deus et rex,
1.383	quis Dominus meminisse decet, vos nobile Iudae
1.384	germen ad usque Dei genetricem, qua Deus ipse
1.385	esset homo, procerum venistis sanguine longo. 
1.386	excitet egregias mentes celeberrima David
1.387	gloria continuis bellorum exercita curis,
1.388	excitet et Samuel, spolium qui divite ab hoste
1.389	adtrectare vetat nec victum vivere regem
1.390	incircumcisum patitur, ne praeda superstes 
1.391	victorem placidum recidiva in proelia poscat,
1.392	parcere iam capto crimen putat ille tyranno,
1.393	at vobis contra vinci et succumbere votum est.
1.394	paeniteat, per si qua movet reverentia summi
1.395	numinis, hoc tam dulce malum voluisse nefanda 
1.396	proditione sequi; si paenitet, haud nocet error,
1.397	paenituit Ionatham ieiunia sobria dulci
1.398	conviolasse favo sceptri mellisque sapore
1.399	heu male gustato, regni dum blanda voluptas
1.400	oblectat iuvenem iurataque sacra resolvit. 
1.401	sed quia paenituit, nec sors lacrimabilis illa est,
1.402	nec tinguit patrias sententia saeva secures,
1.403	en ego Sobrietas, si conspirare paratis,
1.404	pando viam cunctis virtutibus, ut malesuada
1.405	Luxuries, multo stipata satellite, poenas 
1.406	cum legione sua Christo sub iudice pendat.’
1.407	sic effata crucem Domini ferventibus offert
1.408	obvia quadriiugis, lignum venerabile in ipsos
1.409	intentans frenos, quod ut expavere feroces
1.410	cornibus obpansis et summa fronte coruscum, 
1.411	vertunt praecipitem caeca formidine fusi
1.412	per praerupta fugam, fertur resupina reductis
1.413	nequiquam loris auriga comamque madentem
1.414	pulvere foedatur. tunc et vertigo rotarum
1.415	inplicat excussam dominam; nam prona sub axem 
1.416	labitur et lacero tardat sufflamine currum,
1.417	addit Sobrietas vulnus letale iacenti,
1.418	coniciens silicem rupis de parte molarem,
1.419	hunc vexilliferae quoniam fors obtulit ictum
1.420	spicula nulla manu sed belli insigne gerenti, 
1.421	casus agit saxum, medii spiramen ut oris
1.422	frangeret, et recavo misceret labra palato,
1.423	dentibus introrsum resolutis lingua resectam
1.424	dilaniata gulam frustis cum sanguinis inplet.
1.425	insolitis dapibus crudescit guttur, et ossa 
1.426	conliquefacta vorans revomit quas hauserat offas.
1.427	ebibe iam proprium post pocula multa cruorem,
1.428	virgo ait increpitans, ‘sint haec tibi fercula tandem
1.429	tristia praeteriti nimiis pro dulcibus aevi.
1.430	lascivas vitae inlecebras gustatus amarae 
1.431	mortis et horrifico sapor ultimus asperat haustu.’ 1
1.432	caede ducis dispersa fugit trepidante pavore
1.433	nugatrix acies. Iocus et Petulantia primi
1.434	cymbala proiciunt; bellum nam talibus armis
1.435	ludebant resono meditantes vulnera sistro. 
1.436	dat tergum fugitivus Amor, lita tela veneno
1.437	et lapsum ex umeris arcum pharetramque cadentem
1.438	pallidus ipse metu sua post vestigia linquit.
1.439	Pompa, ostentatrix vani splendoris, inani
1.440	exuitur nudata peplo; discissa trahuntur 
1.441	serta venustatis collique ac verticis aurum
1.442	solvitur, et gemmas Discordia dissona turbat,
1.443	non piget adtritis pedibus per acuta frutecta
1.444	ire voluptatem, quoniam vis maior acerbam
1.445	conpellit tolerare fugam; formido pericli 
1.446	praedurat teneras iter ad cruciabile plantas,
1.447	qua se cumque fugax trepidis fert cursibus agmen,
1.448	damna iacent, crinalis acus, redimicula, vittae,
1.449	fibula, flammeolum, strophium, diadema, monile.
1.450	his se Sobrietas et totus Sobrietatis 
1.451	abstinet exuviis miles damnataque castis
1.452	scandala proculcat pedibus, nec fronte severos
1.453	conivente oculos praedarum ad gaudia flectit.
1.454	fertur Avaritia gremio praecincta capaci,
1.455	quidquid Luxus edax pretiosum liquerat, unca 
1.456	corripuisse manu, pulchra in ludibria vasto
1.457	ore inhians aurique legens fragmenta caduci
1.458	inter harenarum cumulos. nec sufficit amplos
1.459	inplevisse sinus; iuvat infercire cruminis
1.460	turpe lucrum et gravidos furtis distendere fiscos, 
1.461	quos laeva celante tegit laterisque sinistri
1.462	velat opermento; velox nam dextra rapinas
1.463	abradit spoliisque ungues exercet aenos.
1.464	Cura, Famis, Metus, Anxietas, Periuria, Pallor,
1.465	Corruptela, Dolus, Commenta, Insomnia, Sordes, 
1.466	Eumenides variae monstri comitatus aguntur,
1.467	nec minus interea rabidorum more luporum
1.468	Crimina persultant toto grassantia campo,
1.469	matris Avaritiae nigro de lacte creata,
1.470	si fratris galeam fulvis radiare ceraunis 
1.471	germanus vidit conmilito, non timet ensem
1.472	exerere atque caput socio mucrone ferire,
1.473	de consanguineo rapturus vertice gemmas.
1.474	filius extinctum belli sub sorte cadaver
1.475	aspexit si forte patris, fulgentia bullis 
1.476	cingula et exuvias gaudet rapuisse cruentas:
1.477	cognatam Civilis agit Discordia praedam,
1.478	nec parcit propriis Amor insatiatus Habendi
1.479	pigneribus spoliatque suos Famis inpia natos.
1.480	talia per populos edebat funera victrix 
1.481	orbis Avaritia, sternens centena virorum
1.482	millia vulneribus variis: hunc lumine adempto
1.483	effossisque oculis velut in caligine noctis
1.484	caecum errare sinit perque offensacula multa
1.485	ire, nec oppositum baculo temptare periclum. 
1.486	porro alium capit intuitu fallitque videntem,
1.487	insigne ostentans aliquid, quod dum petit ille,
1.488	excipitur telo incautus cordisque sub ipso
1.489	saucius occulto ferrum suspirat adactum.
1.490	multos praecipitata in aperta incendia cogit 
1.491	nec patitur vitare focos, quibus aestuat aurum,
1.492	quod petit arsurus pariter speculator 1 avarus.
1.493	omne hominum rapit illa genus, mortalia cuncta
1.494	occupat interitu, neque est violentius ullum
1.495	terrarum vitium, quod tantis cladibus aevum 
1.496	mundani involvat populi damnetque gehennae.
1.497	quin ipsos temptare manu, si credere dignum est,
1.498	ausa sacerdotes Domini, qui proelia forte
1.499	ductores primam ante aciem pro laude gerebant
1.500	virtutum, magnoque inplebant classica flatu. 
1.501	et fors innocuo tinxisset sanguine ferrum,
1.502	ni Ratio armipotens, gentis Levitidis una
1.503	semper fida comes, clipeum obiectasset et atrae
1.504	hostis ab incursu claros texisset alumnos.
1.505	stant tuti Rationis ope, stant turbine ab omni 
1.506	inmunes fortesque animi; vix in cute summa
1.507	praestringens paucos tenui de vulnere laedit
1.508	cuspis Avaritae. stupuit luis inproba castis
1.509	heroum iugulis longe sua tela repelli;
1.510	ingemit et dictis ardens furialibus infit: 
1.511	‘vincimur, heu, segnes nec nostra potentia perfert
1.512	vim solitam, languet violentia saeva nocendi,
1.513	suevcrat invictis quae viribus omnia ubique
1.514	rumpere corda hominum; nec enim tam ferrea quemquam
1.515	duravit natura virum, cuius rigor aera 
